t,j,m,price
2013/2014,58132340,USA,0.322379
2013/2014,58132360,USA,0.364859
2013/2014,58132910,USA,0.377403
2013/2014,58133110,USA,0.942614
2013/2014,58133120,USA,0.566211
2013/2014,58133130,USA,1.227419
2013/2014,58133140,USA,0.77046
2013/2014,58134110,USA,0.812442
2013/2014,58134120,USA,1.308918
2013/2014,58134130,USA,1.108671
2013/2014,58134620,USA,0.767218
2013/2014,58134650,USA,0.885377
2013/2014,58134660,USA,0.928386
2013/2014,58134680,USA,0.787681
2013/2014,58134720,USA,0.977583
2013/2014,58134810,USA,1.029299
2013/2014,58136120,USA,1.608486
2013/2014,58136130,USA,1.205428
2013/2014,58136140,USA,0.767817
2013/2014,58136150,USA,0.767817
2013/2014,58136160,USA,1.099816
2013/2014,58137210,USA,1.686766
2013/2014,58137220,USA,1.609428
2013/2014,58137230,USA,1.686766
2013/2014,58137240,USA,1.492798
2013/2014,58145110,USA,0.882241
2013/2014,58145111,USA,0.882241
2013/2014,58145112,USA,0.221779
2013/2014,58145113,USA,0.222428
2013/2014,58145117,USA,0.882016
2013/2014,58145120,USA,0.373081
2013/2014,58145135,USA,0.635911
2013/2014,58145136,USA,0.455259
2013/2014,58145170,USA,0.283393
2013/2014,58146100,USA,0.284542
2013/2014,58146110,USA,0.430489
2013/2014,58146120,USA,0.812573
2013/2014,58146130,USA,0.940565
2013/2014,58146150,USA,0.609933
2013/2014,58146160,USA,0.345482
2013/2014,58146310,USA,1.013205
2013/2014,58147100,USA,0.774209
2013/2014,58147310,USA,0.354572
2013/2014,58147330,USA,0.376825
2013/2014,58147350,USA,0.828395
2013/2014,58147510,USA,0.164337
2013/2014,58148110,USA,0.377273
2013/2014,58148114,USA,0.495808
2013/2014,58148116,USA,0.597919
2013/2014,58148120,USA,0.393733
2013/2014,58148130,USA,0.466626
2013/2014,58148170,USA,0.461031
2013/2014,58148180,USA,0.476762
2013/2014,58148550,USA,0.463943
2013/2014,58149110,USA,1.227926
2013/2014,58150110,USA,0.935063
2013/2014,58150310,USA,0.765382
2013/2014,58150320,USA,0.752662
2013/2014,58150330,USA,1.095199
2013/2014,58150340,USA,1.095199
2013/2014,58150510,USA,0.778381
2013/2014,58151100,USA,3.084546
2013/2014,58151170,USA,3.361167
2013/2014,58151180,USA,2.467086
2013/2014,58151200,USA,3.34367
2013/2014,58151210,USA,3.246479
2013/2014,58151220,USA,3.372374
2013/2014,58151230,USA,2.573071
2013/2014,58151400,USA,2.69316
2013/2014,58151410,USA,2.499614
2013/2014,58151430,USA,0.948968
2013/2014,58151440,USA,3.942566
2013/2014,58160110,USA,0.25562
2013/2014,58160120,USA,0.230366
2013/2014,58160140,USA,0.390751
2013/2014,58160150,USA,0.381392
2013/2014,58160430,USA,0.15497
2013/2014,58160460,USA,0.152322
2013/2014,58160490,USA,0.131628
2013/2014,58160520,USA,0.1316
2013/2014,58160540,USA,0.1316
2013/2014,58160700,USA,0.153404
2013/2014,58161320,USA,0.28853
2013/2014,58161460,USA,0.199299
2013/2014,58161510,USA,2.146134
2013/2014,58162090,USA,0.824873
2013/2014,58162110,USA,0.89575
2013/2014,58162310,USA,0.186844
2013/2014,58163130,USA,0.255158
2013/2014,58163310,USA,0.204693
2013/2014,58163330,USA,0.357673
2013/2014,58163360,USA,0.678874
2013/2014,58163380,USA,0.188321
2013/2014,58163405,USA,0.453438
2013/2014,58163410,USA,0.326306
2013/2014,58163420,USA,0.323369
2013/2014,58163430,USA,0.325946
2013/2014,58175110,USA,2.325541
2013/2014,58301020,USA,0.70321
2013/2014,58301050,USA,0.814676
2013/2014,58301110,USA,0.825612
2013/2014,58301150,USA,0.771518
2013/2014,58302000,USA,0.939815
2013/2014,58302050,USA,0.913725
2013/2014,58302080,USA,0.91215
2013/2014,58304010,USA,0.661818
2013/2014,58304060,USA,0.951374
2013/2014,58304200,USA,1.112158
2013/2014,58304220,USA,0.740826
2013/2014,58304250,USA,1.581974
2013/2014,58304300,USA,0.915832
2013/2014,58304400,USA,1.223244
2013/2014,58305250,USA,0.940561
2013/2014,58306010,USA,0.590243
2013/2014,58306020,USA,0.539472
2013/2014,58306070,USA,1.582261
2013/2014,58306100,USA,0.919861
2013/2014,58306200,USA,1.233734
2013/2014,58310310,USA,0.906261
2013/2014,58400000,USA,0.276221
2013/2014,58400100,USA,0.049468
2013/2014,58400200,USA,0.22566
2013/2014,58401010,USA,0.324442
2013/2014,58402010,USA,0.33722
2013/2014,58402020,USA,0.408608
2013/2014,58402030,USA,0.319735
2013/2014,58403010,USA,0.17209
2013/2014,58403040,USA,0.172555
2013/2014,58403050,USA,0.320487
2013/2014,58403060,USA,0.269229
2013/2014,58404010,USA,0.326036
2013/2014,58404030,USA,0.326036
2013/2014,58404040,USA,0.668169
2013/2014,58404500,USA,0.575357
2013/2014,58404510,USA,0.355346
2013/2014,58404520,USA,0.352299
2013/2014,58407010,USA,1.082939
2013/2014,58407030,USA,0.049468
2013/2014,58407035,USA,0.049425
2013/2014,58408010,USA,1.547897
2013/2014,58421020,USA,0.389487
2013/2014,58421080,USA,0.347682
2013/2014,58503010,USA,0.52621
2013/2014,58503020,USA,0.435347
2013/2014,58503050,USA,1.053871
2013/2014,58508000,USA,0.798131
2013/2014,58508300,USA,0.77355
2013/2014,58509020,USA,0.749664
2013/2014,58509100,USA,0.870549
2013/2014,58509200,USA,0.753706
2013/2014,59003000,USA,1.998334
2013/2014,61100500,USA,0.436912
2013/2014,61101010,USA,0.434247
2013/2014,61101200,USA,0.609381
2013/2014,61101220,USA,0.662794
2013/2014,61101230,USA,0.461696
2013/2014,61104200,USA,0.418943
2013/2014,61104220,USA,0.445109
2013/2014,61104230,USA,0.400115
2013/2014,61110010,USA,1.050746
2013/2014,61110230,USA,2.040279
2013/2014,61113010,USA,0.816567
2013/2014,61113500,USA,0.57353
2013/2014,61116010,USA,0.37515
2013/2014,61119010,USA,0.349794
2013/2014,61122300,USA,0.534574
2013/2014,61122320,USA,0.538791
2013/2014,61122330,USA,0.502476
2013/2014,61122350,USA,0.848369
2013/2014,61125000,USA,0.35051
2013/2014,61125010,USA,0.436912
2013/2014,61201220,USA,0.175159
2013/2014,61204000,USA,0.362641
2013/2014,61204010,USA,0.362641
2013/2014,61204200,USA,0.362641
2013/2014,61207000,USA,0.616049
2013/2014,61207010,USA,0.616049
2013/2014,61207200,USA,0.616049
2013/2014,61210000,USA,0.165548
2013/2014,61210010,USA,0.172107
2013/2014,61210220,USA,0.172081
2013/2014,61210250,USA,0.172081
2013/2014,61210620,USA,0.038696
2013/2014,61210720,USA,0.116554
2013/2014,61210820,USA,0.038696
2013/2014,61213220,USA,0.2676
2013/2014,61213800,USA,0.175394
2013/2014,62101000,USA,0.95117
2013/2014,62101050,USA,2.050728
2013/2014,62101100,USA,5.775562
2013/2014,62101300,USA,2.976088
2013/2014,62104100,USA,1.754411
2013/2014,62105000,USA,3.750241
2013/2014,62106000,USA,2.563134
2013/2014,62107200,USA,1.100799
2013/2014,62108100,USA,1.201174
2013/2014,62109100,USA,1.148488
2013/2014,62110100,USA,1.282822
2013/2014,62113100,USA,1.43616
2013/2014,62114050,USA,2.275143
2013/2014,62114110,USA,1.181091
2013/2014,62116100,USA,1.793889
2013/2014,62119100,USA,5.133124
2013/2014,62120100,USA,1.336344
2013/2014,62121100,USA,2.335375
2013/2014,62122100,USA,1.069559
2013/2014,62122200,USA,1.347236
2013/2014,62122230,USA,0.596683
2013/2014,62125100,USA,0.799667
2013/2014,62125110,USA,2.014815
2013/2014,62126000,USA,0.987725
2013/2014,63100100,USA,0.897265
2013/2014,63101000,USA,0.566903
2013/2014,63101110,USA,0.330668
2013/2014,63101120,USA,0.298319
2013/2014,63101130,USA,0.41154
2013/2014,63101150,USA,0.477905
2013/2014,63101210,USA,0.664257
2013/2014,63101310,USA,0.558915
2013/2014,63101320,USA,0.388018
2013/2014,63103010,USA,0.770924
2013/2014,63103110,USA,0.361036
2013/2014,63103120,USA,0.361505
2013/2014,63103130,USA,0.36181
2013/2014,63103140,USA,0.461666
2013/2014,63103170,USA,0.31858
2013/2014,63105010,USA,0.666026
2013/2014,63107010,USA,0.195675
2013/2014,63107050,USA,0.195675
2013/2014,63107070,USA,0.195675
2013/2014,63107080,USA,0.195675
2013/2014,63107310,USA,0.195675
2013/2014,63109010,USA,0.292546
2013/2014,63109610,USA,0.292546
2013/2014,63109700,USA,0.644879
2013/2014,63110010,USA,0.45247
2013/2014,63111010,USA,0.701214
2013/2014,63113030,USA,0.513399
2013/2014,63113110,USA,0.79213
2013/2014,63115010,USA,0.740561
2013/2014,63115110,USA,0.818262
2013/2014,63115120,USA,1.524931
2013/2014,63115130,USA,0.760068
2013/2014,63115140,USA,0.999569
2013/2014,63115170,USA,0.908653
2013/2014,63115200,USA,0.838143
2013/2014,63117010,USA,2.236814
2013/2014,63119010,USA,0.981648
2013/2014,63119110,USA,1.292809
2013/2014,63119120,USA,0.518734
2013/2014,63119130,USA,1.454049
2013/2014,63119140,USA,0.643859
2013/2014,63123000,USA,0.611172
2013/2014,63123010,USA,0.507517
2013/2014,63123020,USA,0.687451
2013/2014,63125010,USA,0.566646
2013/2014,63125100,USA,0.442735
2013/2014,63126010,USA,1.100458
2013/2014,63126500,USA,0.684826
2013/2014,63126510,USA,0.896997
2013/2014,63126600,USA,0.391708
2013/2014,63126700,USA,0.356178
2013/2014,63127010,USA,0.458495
2013/2014,63127610,USA,0.458495
2013/2014,63129010,USA,0.506405
2013/2014,63129020,USA,2.561885
2013/2014,63129030,USA,0.743422
2013/2014,63131010,USA,0.471201
2013/2014,63133010,USA,0.474369
2013/2014,63133050,USA,0.474369
2013/2014,63133100,USA,0.386874
2013/2014,63134010,USA,0.799592
2013/2014,63135010,USA,0.398374
2013/2014,63135110,USA,0.374692
2013/2014,63135120,USA,0.460954
2013/2014,63135130,USA,0.337693
2013/2014,63135140,USA,0.341894
2013/2014,63135150,USA,0.624611
2013/2014,63135170,USA,0.431884
2013/2014,63135620,USA,0.406395
2013/2014,63135660,USA,0.494156
2013/2014,63137010,USA,0.364755
2013/2014,63137050,USA,0.729119
2013/2014,63137110,USA,0.361788
2013/2014,63137120,USA,0.411042
2013/2014,63137130,USA,0.310301
2013/2014,63137140,USA,0.337704
2013/2014,63137150,USA,0.6031
2013/2014,63137170,USA,0.408309
2013/2014,63139010,USA,0.365868
2013/2014,63141010,USA,0.464838
2013/2014,63141110,USA,0.279227
2013/2014,63141120,USA,0.392459
2013/2014,63141130,USA,0.275691
2013/2014,63141140,USA,0.471998
2013/2014,63141150,USA,0.443133
2013/2014,63141170,USA,0.273776
2013/2014,63143010,USA,0.480265
2013/2014,63143110,USA,0.356638
2013/2014,63143130,USA,0.354778
2013/2014,63143140,USA,0.308498
2013/2014,63145010,USA,0.960478
2013/2014,63147010,USA,0.992547
2013/2014,63147120,USA,0.992547
2013/2014,63148750,USA,1.88781
2013/2014,63149010,USA,0.219267
2013/2014,63200100,USA,0.607814
2013/2014,63200200,USA,0.748344
2013/2014,63201010,USA,1.368254
2013/2014,63201110,USA,0.608106
2013/2014,63201130,USA,0.608106
2013/2014,63201600,USA,0.840693
2013/2014,63203010,USA,1.100458
2013/2014,63203110,USA,0.585072
2013/2014,63203120,USA,1.10685
2013/2014,63203125,USA,1.230055
2013/2014,63203570,USA,0.804265
2013/2014,63203600,USA,0.804265
2013/2014,63203700,USA,0.628258
2013/2014,63205010,USA,1.368254
2013/2014,63205600,USA,1.056408
2013/2014,63207000,USA,1.067216
2013/2014,63207010,USA,0.597327
2013/2014,63207110,USA,0.358655
2013/2014,63208000,USA,1.368254
2013/2014,63214000,USA,1.100458
2013/2014,63219000,USA,1.537055
2013/2014,63219010,USA,1.537055
2013/2014,63219020,USA,1.537055
2013/2014,63219600,USA,1.079671
2013/2014,63219610,USA,1.537055
2013/2014,63223020,USA,0.596616
2013/2014,63223110,USA,0.346257
2013/2014,63223130,USA,0.353082
2013/2014,63223600,USA,0.605829
2013/2014,63223610,USA,0.649203
2013/2014,63223620,USA,0.514105
2013/2014,63224000,USA,1.368254
2013/2014,63301010,USA,1.108158
2013/2014,63307010,USA,1.109702
2013/2014,63307100,USA,0.741577
2013/2014,63311000,USA,0.403072
2013/2014,63311050,USA,0.391829
2013/2014,63311080,USA,0.559364
2013/2014,63311110,USA,0.417237
2013/2014,63311120,USA,0.41287
2013/2014,63311130,USA,0.367618
2013/2014,63311140,USA,0.357418
2013/2014,63311145,USA,0.367008
2013/2014,63311150,USA,0.622934
2013/2014,63311170,USA,0.456302
2013/2014,63401010,USA,3.016373
2013/2014,63401060,USA,0.908659
2013/2014,63401070,USA,3.365207
2013/2014,63401990,USA,1.37309
2013/2014,63402960,USA,0.589644
2013/2014,63403020,USA,0.556761
2013/2014,63409010,USA,1.242813
2013/2014,63409020,USA,1.602282
2013/2014,63420100,USA,0.395637
2013/2014,63420110,USA,0.549162
2013/2014,63430100,USA,0.891965
2013/2014,63430110,USA,0.664729
2013/2014,63430500,USA,0.49861
2013/2014,64100100,USA,0.163905
2013/2014,64100110,USA,0.156334
2013/2014,64100200,USA,0.161411
2013/2014,64100220,USA,0.375277
2013/2014,64101010,USA,0.155571
2013/2014,64104010,USA,0.132473
2013/2014,64104030,USA,0.132473
2013/2014,64104600,USA,0.185955
2013/2014,64105400,USA,0.375277
2013/2014,64116020,USA,0.148338
2013/2014,64116060,USA,0.148338
2013/2014,64120010,USA,0.424982
2013/2014,64121000,USA,0.046986
2013/2014,64124020,USA,0.169892
2013/2014,64126000,USA,0.631068
2013/2014,64132010,USA,0.277614
2013/2014,64132500,USA,0.189563
2013/2014,64133100,USA,0.16496
2013/2014,64134015,USA,0.41653
2013/2014,64134020,USA,0.487637
2013/2014,64134030,USA,0.270166
2013/2014,64134200,USA,0.458917
2013/2014,64200100,USA,0.171463
2013/2014,64201010,USA,0.171463
2013/2014,64201500,USA,0.141258
2013/2014,64203020,USA,0.140403
2013/2014,64204010,USA,0.148008
2013/2014,64205010,USA,0.153969
2013/2014,64210010,USA,0.22174
2013/2014,64213010,USA,0.156838
2013/2014,64215010,USA,0.176255
2013/2014,64221010,USA,0.158964
2013/2014,64401000,USA,0.444734
2013/2014,67100100,USA,0.857109
2013/2014,67100110,USA,5.564574
2013/2014,67100200,USA,0.538237
2013/2014,67100300,USA,1.131385
2013/2014,67101000,USA,0.755564
2013/2014,67101010,USA,0.639181
2013/2014,67101020,USA,0.668023
2013/2014,67102000,USA,0.625989
2013/2014,67102010,USA,0.600744
2013/2014,67102020,USA,0.513618
2013/2014,67104000,USA,0.643652
2013/2014,67104010,USA,0.814375
2013/2014,67104020,USA,0.665954
2013/2014,67104030,USA,0.975698
2013/2014,67104040,USA,0.563413
2013/2014,67104060,USA,0.585236
2013/2014,67104070,USA,0.52482
2013/2014,67105030,USA,0.583511
2013/2014,67106010,USA,0.545699
2013/2014,67106030,USA,0.599974
2013/2014,67106050,USA,0.659049
2013/2014,67108000,USA,0.912148
2013/2014,67108010,USA,0.600001
2013/2014,67108030,USA,2.09977
2013/2014,67109000,USA,1.219393
2013/2014,67109010,USA,0.593308
2013/2014,67109020,USA,0.433774
2013/2014,67109030,USA,1.237319
2013/2014,67110000,USA,0.682741
2013/2014,67113020,USA,0.863239
2013/2014,67114010,USA,0.515107
2013/2014,67202000,USA,0.270974
2013/2014,67203000,USA,0.403815
2013/2014,67203500,USA,0.034952
2013/2014,67203700,USA,0.576577
2013/2014,67203800,USA,0.274134
2013/2014,67204000,USA,0.258955
2013/2014,67212000,USA,0.241032
2013/2014,67230000,USA,0.267913
2013/2014,67230500,USA,0.237189
2013/2014,67250150,USA,0.569541
2013/2014,67260000,USA,0.258955
2013/2014,67304010,USA,0.87428
2013/2014,67304030,USA,0.806585
2013/2014,67304500,USA,0.383869
2013/2014,67308000,USA,1.320292
2013/2014,67308020,USA,0.577976
2013/2014,67309020,USA,10.797992
2013/2014,67309030,USA,0.646096
2013/2014,67404000,USA,1.26245
2013/2014,67404010,USA,0.615157
2013/2014,67404020,USA,0.350476
2013/2014,67404110,USA,0.687518
2013/2014,67404300,USA,1.393453
2013/2014,67404500,USA,0.618514
2013/2014,67405020,USA,0.415754
2013/2014,67408010,USA,1.214611
2013/2014,67408500,USA,0.68854
2013/2014,67414010,USA,0.55832
2013/2014,67414100,USA,0.696923
2013/2014,67430000,USA,8.098516
2013/2014,67430500,USA,9.362832
2013/2014,67501000,USA,0.560751
2013/2014,67501100,USA,0.529665
2013/2014,67600100,USA,0.913262
2013/2014,71000100,USA,0.217998
2013/2014,71001000,USA,0.198261
2013/2014,71101000,USA,0.254627
2013/2014,71101100,USA,0.25208
2013/2014,71101110,USA,0.247243
2013/2014,71101120,USA,0.25208
2013/2014,71103000,USA,0.218477
2013/2014,71103020,USA,0.218868
2013/2014,71104010,USA,0.244752
2013/2014,71104020,USA,0.258103
2013/2014,71201015,USA,1.032471
2013/2014,71201020,USA,1.041402
2013/2014,71201050,USA,1.032471
2013/2014,71201080,USA,1.0516
2013/2014,71201100,USA,1.021768
2013/2014,71201200,USA,1.037635
2013/2014,71201250,USA,1.0516
2013/2014,71202000,USA,1.032471
2013/2014,71202500,USA,1.032471
2013/2014,71205000,USA,1.186217
2013/2014,71220000,USA,1.487938
2013/2014,71301020,USA,0.638176
2013/2014,71305010,USA,0.719634
2013/2014,71305011,USA,0.719634
2013/2014,71401000,USA,0.377716
2013/2014,71401010,USA,0.466298
2013/2014,71401015,USA,0.261274
2013/2014,71401020,USA,0.377716
2013/2014,71401030,USA,0.377716
2013/2014,71401032,USA,0.377716
2013/2014,71402500,USA,0.688974
2013/2014,71402510,USA,0.51654
2013/2014,71403000,USA,0.313408
2013/2014,71403500,USA,0.325777
2013/2014,71405000,USA,0.430713
2013/2014,71405010,USA,0.392117
2013/2014,71405020,USA,0.3913
2013/2014,71501000,USA,0.332963
2013/2014,71501005,USA,0.483916
2013/2014,71501010,USA,0.199498
2013/2014,71501015,USA,0.294005
2013/2014,71501020,USA,0.207653
2013/2014,71501030,USA,0.221269
2013/2014,71501040,USA,0.108153
2013/2014,71501080,USA,0.212591
2013/2014,71501090,USA,0.090034
2013/2014,71501200,USA,0.171682
2013/2014,71501300,USA,0.108391
2013/2014,71501310,USA,0.207653
2013/2014,71505000,USA,0.332447
2013/2014,71507005,USA,0.285172
2013/2014,71507010,USA,0.31033
2013/2014,71507020,USA,0.421602
2013/2014,71508005,USA,0.272547
2013/2014,71508010,USA,0.295041
2013/2014,71508020,USA,0.384788
2013/2014,71600950,USA,0.510966
2013/2014,71601010,USA,0.510966
2013/2014,71601020,USA,0.299192
2013/2014,71602010,USA,0.325088
2013/2014,71602950,USA,0.44032
2013/2014,71603010,USA,0.26098
2013/2014,71701000,USA,0.816709
2013/2014,71701500,USA,1.240417
2013/2014,71704000,USA,0.260572
2013/2014,71801000,USA,0.33635
2013/2014,71801010,USA,0.270949
2013/2014,71801100,USA,0.45732
2013/2014,71803010,USA,0.453702
2013/2014,71900100,USA,0.23177
2013/2014,71900200,USA,0.337313
2013/2014,71905000,USA,0.23177
2013/2014,71905410,USA,1.151522
2013/2014,71980200,USA,4.164224
2013/2014,72101100,USA,0.687824
2013/2014,72104100,USA,0.712687
2013/2014,72107100,USA,0.488413
2013/2014,72107211,USA,0.596493
2013/2014,72107213,USA,0.351136
2013/2014,72107227,USA,0.592772
2013/2014,72113100,USA,0.681882
2013/2014,72116000,USA,0.769044
2013/2014,72122100,USA,0.245792
2013/2014,72124100,USA,0.941092
2013/2014,72125100,USA,1.008212
2013/2014,72125200,USA,0.612848
2013/2014,72125211,USA,0.793309
2013/2014,72125212,USA,0.617444
2013/2014,72125213,USA,0.376703
2013/2014,72125217,USA,0.78457
2013/2014,72125240,USA,0.905875
2013/2014,72128237,USA,0.388451
2013/2014,72130100,USA,0.841481
2013/2014,72201100,USA,0.692387
2013/2014,72201200,USA,0.479671
2013/2014,72201201,USA,0.541589
2013/2014,72201210,USA,0.481012
2013/2014,72201211,USA,0.545033
2013/2014,72201212,USA,0.481012
2013/2014,72201223,USA,0.541977
2013/2014,72201224,USA,0.553026
2013/2014,72201226,USA,0.479941
2013/2014,72201227,USA,0.489421
2013/2014,72201228,USA,0.478912
2013/2014,72201232,USA,0.774887
2013/2014,72203000,USA,0.583227
2013/2014,72302000,USA,0.446407
2013/2014,72302100,USA,0.29756
2013/2014,72308000,USA,0.571374
2013/2014,73101010,USA,0.305308
2013/2014,73101110,USA,0.437937
2013/2014,73102200,USA,0.324876
2013/2014,73102210,USA,0.321584
2013/2014,73102211,USA,0.375661
2013/2014,73102212,USA,0.321584
2013/2014,73102213,USA,0.340179
2013/2014,73102217,USA,0.377375
2013/2014,73102218,USA,0.388671
2013/2014,73105010,USA,0.380135
2013/2014,73111212,USA,0.285347
2013/2014,73302010,USA,0.41462
2013/2014,73305020,USA,2.092776
2013/2014,73402010,USA,0.416116
2013/2014,73403010,USA,0.538473
2013/2014,73403022,USA,0.424521
2013/2014,73405010,USA,0.343776
2013/2014,73406000,USA,0.517204
2013/2014,73407000,USA,0.341871
2013/2014,73409000,USA,0.305945
2013/2014,73410210,USA,1.594119
2013/2014,73410300,USA,0.683537
2013/2014,73501000,USA,0.40452
2013/2014,73502000,USA,0.531387
2013/2014,74101000,USA,0.523169
2013/2014,74102000,USA,0.618134
2013/2014,74201000,USA,0.498583
2013/2014,74201001,USA,0.484173
2013/2014,74201003,USA,0.234516
2013/2014,74204010,USA,0.223761
2013/2014,74204013,USA,0.223761
2013/2014,74205020,USA,0.883399
2013/2014,74206000,USA,2.219264
2013/2014,74301100,USA,0.224907
2013/2014,74302000,USA,0.247223
2013/2014,74303000,USA,0.196687
2013/2014,74303100,USA,0.224907
2013/2014,74401010,USA,0.250964
2013/2014,74402010,USA,0.942452
2013/2014,74402100,USA,0.540522
2013/2014,74402110,USA,0.310599
2013/2014,74402150,USA,0.528768
2013/2014,74402200,USA,0.2883
2013/2014,74402250,USA,0.399158
2013/2014,74402260,USA,0.339197
2013/2014,74402350,USA,0.572665
2013/2014,74404010,USA,0.254042
2013/2014,74404020,USA,0.334037
2013/2014,74404030,USA,0.250573
2013/2014,74404090,USA,0.424145
2013/2014,74405010,USA,0.935463
2013/2014,74406010,USA,0.34352
2013/2014,74406100,USA,0.902811
2013/2014,74406500,USA,0.773238
2013/2014,74504121,USA,0.451615
2013/2014,74601000,USA,0.163484
2013/2014,74601010,USA,0.212752
2013/2014,74602010,USA,0.163416
2013/2014,74602200,USA,0.391633
2013/2014,74604500,USA,0.230601
2013/2014,74604600,USA,0.330626
2013/2014,74605010,USA,0.633231
2013/2014,74606010,USA,0.34663
2013/2014,75100250,USA,0.305308
2013/2014,75100300,USA,0.779135
2013/2014,75100500,USA,1.526119
2013/2014,75100750,USA,1.158301
2013/2014,75100800,USA,1.319185
2013/2014,75101000,USA,0.694813
2013/2014,75101800,USA,0.583433
2013/2014,75102500,USA,0.571333
2013/2014,75102600,USA,1.15964
2013/2014,75102750,USA,0.66066
2013/2014,75103000,USA,0.204838
2013/2014,75104000,USA,0.378715
2013/2014,75105000,USA,0.316602
2013/2014,75105500,USA,0.367471
2013/2014,75107000,USA,0.905198
2013/2014,75109000,USA,0.33681
2013/2014,75109010,USA,0.646152
2013/2014,75109500,USA,5.470002
2013/2014,75109550,USA,0.223639
2013/2014,75109600,USA,0.520546
2013/2014,75111000,USA,0.356343
2013/2014,75111200,USA,0.445015
2013/2014,75111500,USA,0.899303
2013/2014,75111800,USA,0.286005
2013/2014,75112000,USA,1.030134
2013/2014,75112500,USA,1.59826
2013/2014,75113000,USA,0.303716
2013/2014,75113060,USA,0.979509
2013/2014,75113070,USA,0.979509
2013/2014,75113080,USA,2.170426
2013/2014,75114000,USA,0.715324
2013/2014,75115000,USA,0.864775
2013/2014,75117010,USA,0.660117
2013/2014,75117020,USA,0.265134
2013/2014,75119000,USA,0.407691
2013/2014,75120000,USA,0.677593
2013/2014,75121000,USA,0.950822
2013/2014,75121400,USA,0.393166
2013/2014,75121500,USA,0.349604
2013/2014,75122000,USA,0.511833
2013/2014,75122100,USA,0.393166
2013/2014,75122200,USA,0.634701
2013/2014,75124000,,0.567818
2013/2014,75125000,,0.359512
2013/2014,75127000,,0.27906
2013/2014,75127500,,3.415274
2013/2014,75127750,,1.073744
2013/2014,75128000,,0.357086
2013/2014,75128010,,0.383069
2013/2014,75129000,,0.345165
2013/2014,75132000,,0.32157
2013/2014,75140510,,0.642642
2013/2014,75140990,,0.477131
2013/2014,75141000,,0.329325
2013/2014,75141100,,0.460113
2013/2014,75143000,,0.55191
2013/2014,75143200,,0.655554
2013/2014,75200700,,0.212259
2013/2014,75201000,,1.293209
2013/2014,75201030,,1.446091
2013/2014,75202011,,2.482413
2013/2014,75202027,,2.432325
2013/2014,75202028,,2.440044
2013/2014,75204012,,0.359656
2013/2014,75204963,,0.40671
2013/2014,75204991,,0.405642
2013/2014,75204992,,0.40557
2013/2014,75204993,,0.306967
2013/2014,75205010,,0.406298
2013/2014,75205020,,0.40557
2013/2014,75205021,,0.405642
2013/2014,75205022,,0.40557
2013/2014,75205023,,0.306967
2013/2014,75205044,,0.40671
2013/2014,75205045,,0.420573
2013/2014,75205048,,0.419443
2013/2014,75205049,,0.405296
2013/2014,75205051,,0.324858
2013/2014,75205052,,0.312292
2013/2014,75205120,,0.33214
2013/2014,75208000,,0.466235
2013/2014,75208110,,0.197015
2013/2014,75208310,,0.402763
2013/2014,75209011,,0.554913
2013/2014,75209040,,0.551578
2013/2014,75210010,,0.385308
2013/2014,75210021,,0.386628
2013/2014,75211020,,0.213234
2013/2014,75211031,,0.219748
2013/2014,75211032,,0.23161
2013/2014,75213110,,0.412157
2013/2014,75214011,,0.847301
2013/2014,75214027,,0.832891
2013/2014,75216000,,0.435705
2013/2014,75216070,,0.234924
2013/2014,75216100,,0.435705
2013/2014,75216110,,0.435948
2013/2014,75216111,,0.41899
2013/2014,75216112,,0.435948
2013/2014,75216113,,0.304517
2013/2014,75216135,,0.430118
2013/2014,75216138,,0.446603
2013/2014,75216139,,0.434867
2013/2014,75216142,,0.341586
2013/2014,75216143,,0.329833
2013/2014,75216153,,0.198641
2013/2014,75216171,,0.408947
2013/2014,75216211,,0.39846
2013/2014,75216310,,0.200916
2013/2014,75216322,,0.325498
2013/2014,75217000,,0.468874
2013/2014,75217021,,0.469358
2013/2014,75219030,,1.161026
2013/2014,75219033,,1.161026
2013/2014,75221000,,0.46494
2013/2014,75221011,,0.341373
2013/2014,75221017,,0.343374
2013/2014,75221018,,0.35183
2013/2014,75224010,,0.404098
2013/2014,75224022,,0.403419
2013/2014,75224023,,0.340943
2013/2014,75224120,,0.231086
2013/2014,75226000,,0.408753
2013/2014,75226010,,0.408115
2013/2014,75226021,,0.40902
2013/2014,75226090,,0.604571
2013/2014,75226101,,0.389018
2013/2014,75230000,,0.276311
2013/2014,75230010,,0.423763
2013/2014,75232000,,6.135042
2013/2014,75232121,,2.471195
2013/2014,75233011,,0.462311
2013/2014,75233027,,0.461674
2013/2014,75233028,,0.471377
2013/2014,75235000,,0.406864
2013/2014,75236000,,3.501941
2013/2014,75302080,,0.386242
2013/2014,75306999,,0.369225
2013/2014,75307001,,0.369396
2013/2014,75311000,,0.35243
2013/2014,75311012,,0.350497
2013/2014,75311013,,0.344033
2013/2014,75311027,,0.352576
2013/2014,75311110,,0.310253
2013/2014,75317020,,0.29761
2013/2014,75330100,,1.045394
2013/2014,75330110,,0.40529
2013/2014,75330121,,0.569212
2013/2014,75330140,,0.344472
2013/2014,75330151,,0.403469
2013/2014,75340160,,0.755449
2013/2014,75365000,,1.927406
2013/2014,75403020,,0.35673
2013/2014,75405010,,0.351599
2013/2014,75410500,,1.621851
2013/2014,75410550,,1.289867
